name,vat,street,street2,city,zip,phone,mobile,email,is_company,customer_rank
LOBA CHEMIE PVT.LTD,27AAACL1796P1ZV,"PLOT NO.D-22,, M.I.D.C.,TARAPUR,","THANE (DT),",BOISAR,401506,66636610,,saba@lobachemie.com,True,1
LOHITHA LABORATORIES,29AAEFL5156E1ZA,"PLOT NO.187 & 188,, MUNDRAGI,PHASE-LLL,","BELLARY,",KARNATAKA,,,,,True,1
LOHITHA LIFE SCIENCES PVT LTD,37AABCL9353P1ZS,"PLOT NO.80-B, J.N.PHARMA CITY,PARAWADA,",VISAKHAPATNAM  A.P,VISAKHAPATNAM,,9100039835/8498058790,8498058791/FACTORY-8498058785,finance@lohithalifesciences.com,True,1
LOK CHEMICALS PRIVATE LIMITED,27AAACL4936H1ZG,"NEW DUTT COMPOUND, GODOWN NO. B3 AND B4, NEAR DESHMUKH WAREHOUSE,","REHNAL VILLAGE,",BHIWANDI,421302,,,,True,1
LOK CHEMICALS PVT.LTD,27AAACL4936H1ZG,"UNIT NO.741,SOLITAIRE CORPORATE PARK,, CHAKALA,ANDHERI-GHATKOPAR LINK ROAD,","ANDHERI (E),",MUMBAI,400093,91-22-67364646,,sales@lokchem.com,True,1
LOTUS MARKETING,,"D-501,NEELKANTH BUSINESS PARK,, BEHIND BUS DEPOT,","VIDYAVIHAR (W),",MUMBAI,400086,022-66313333,,,True,1
LOXIM INDUSTRIES LTD,24AAACL9043M1ZB,"PLOT NO.105-109/A,, ECPL CANAL ROAD,EKALBARA VILLAGE",PADRA,VADODARA,391440,2717 616 900,9974086674,minal.mistry@loxim.com,True,1
LRC SPECIALITY CHEMICALS PRIVATE LIMITED,27AABCL0694F1ZK,"PLOT NO.D-9/4,, T.T.C.M.I.D.C INDUSTRIAL AREA,","TURBHE DIST.THANE,",NAVI MUMBAI,400705,"91-22-27682752,91-22-27670847",,,True,1
LUPIN LIMITED,24AAACL1069K1ZL,"BLOCK 21,DABHASA, TAL:PADRA,","ON VADODARA-JAMBUSAR SH 16,",VADODARA,391440,66402222,,philomenamenezes@lupin.com,True,1
LUX FLAVOURS,33AAAFL0880H1ZM,"PLOT NO.3,4,6 & 7,, KUNDRA THUR HIGH ROAD",GERUGAMBAKKAM,CHENNAI,600128,22343818,,,True,1
LYMPRO CHEM PRIVATE LIMITED,27AAACL9810G1ZJ,"W-142,B,MIDC,, NEAR DEEPAK FERTILIZERS,","TALOJA,",DIST.RAIGAD,410208,02227402758,,mangesh.lymprochem@yahoo.com,True,1
M D TOLIA CORPORATION,27AAAFM5369G1Z6,"ROOM .192, 1ST FLOOR, 3B, MANGALDAS BUILDING",MANGALDAS ROAD,MUMBAI,400002,9820212178,,,True,1
M M SOLVOCHEM LLP,27ABQFM7656K1ZD,"UNIT NO.48,SECOND FLOOR,, TENTH CENTRAL MALL CO-OP PREMISES SOCIET","MAHAVIR NAGAR,KANDIVALI WEST,",MUMBAI,400067,49783535/3532/3512,,mmsolvochem@gmail.com,True,1
M M SOLVOCHEM LLP_,27ABQFM7656K1ZD,"WELCOME WAREHOUSE,, PADMAVTI COMPOUND,NEAR PADMAVATI HOTEL,","VAL VILLAGE,DAPODA ROAD,","BHIWANDI,THANE",421302,,,mmsolvochem@gmail.com,True,1
M P AROMAS,27AAUFM1627M1ZO,"301 SAKET,51st TPS Road,, Borivali west,",Mumbai,Mumbai,400092,,9820268807,mparomas@gmail.com,True,1
M S FERTILIZER,24ABOFM6854F1ZY,"RE SARVE NO.1747,, PLOT NO 74,KAMLA AMRUT INDUSTRUAL PARK","INDRAD,KADI, MEHSANA",,382715,,,msfertilizer010920@yahoo.com,True,1
M S POLYMERS & FORMULATORS,29AALFM5699L1Z7,"SITE NO.3,GROUND FLOOR,, SURVEY NO.45/2,","CHICBIDERAKALLU,TUMKUR ROAD,",BANGLORE,560073,"080-65327343,080-28399066",,info@mspolymers.in,True,1
M.A.AROMAS,27AAZPT9481F1ZM,"DEVKARAN MANSION, BLDG. NO.3,, 1ST FLOOR, OFFICE NO. 6/4,","PRINCESS STREET,",MUMBAI,400002,23680974,9821151168,jaimin.thakore@yahoo.com,True,1
M.ARJUN & CO,27AAAFM2135N1Z9,"304,SWAPNA SIDDHI,, AKURLI ROAD",KANDIVALI -EAST,MUMBAI,400101,9223374778,9223433141,khattardarshan@gmail.com,True,1
M.FLAVOURS & FRAGRANCES,27AABPP6422G1ZT,"UNIT NO.1046, 1ST FLOOR,, BHANDUP INDUSTRIAL ESTATE,","PANNALAL SILK MILL COMPOUND,L.B.S. MARG,",BHANDUP MUMBAI,400078,,,,True,1
M.J.CHEMICALS,27AAAFM1884G1 ZA,"61 ASHOK CHAMBER,, 4TH FLOOR,","56,DEVJI RATANSEY MARG,",MUMBAI,400009,"22-66313135/36,23480434",,mjchemicals@hotmail.com,True,1
M.K.CHEMICALS,27ABPPM4762K1Z0,"FLAT NO.402,PLOT NO.16,, MAHRAN CHS LTD,","GULMOHAR CROSS RD NO.12,JVPD SCHEME,",VILE PARLE (W),,66312040,9223432210,mkchemicals@outlook.com,True,1
M.K.PRECISION METAL PARTS PVT.LTD,27AADCM9871F1Z4,"PLOT NO.A-791/10,, VILLAGE KHAIRNE,","T.T.C.INDL AREA,",KHAIRNE,400710,"41021700,50",,sagar@mkprecision.in,True,1
M.M. AUXITEX,27ACCPB7594A2ZU,"201, ALAKNANDA, NEELKANTH VALLEY,, RAJAWADI ROAD NO. 7,",GHATKOPAR (EAST),MUMBAI,400077,,,kwalityagro9@gmail.com,True,1
M.M.PLASTOWARE (INDIA) PVT.LTD,,"SURVEY NO.26,VILLAGE EKLANE,, DAMAN ROAD,KARAMBELI,","VAPI TAL.UMBEGAON,",DIST.VALSAD,396105,022-2819 2466,,accounts@gooddaymm.com,True,1
M.P.D.INDUSTRIES PVT.LTD,23AACCM3432F1Z0,"PLOT NO.59 & 63,SECTOR 'A',, SANWER ROAD,","INDUSTRIAL AREA,",INDORE(M.P.),452015,91-731-2720325/326,,purchase@mpdyechem.com,True,1
M.R.ENTERPRISE,24AAIFM5212A1ZY,"PLOT NO.502/21,, GIDC,",,ANKLESHWAR,393002,,,mrsunny85@gmail.com,True,1
M.R.INTERNATIONAL,27AABPS7779P1ZL,"301,MAHEK PLAZA,, MAHARASHTRA NAGAR,","OFF L.T.ROAD,BORIVALI (W)",MUMBAI,400092,28917134,28925543,,True,1
M.S.FOAM INDUSTRIES,24AMZPP5682Q1ZP,"2501/1, G.I.D.C, HALOL",PANCHMAHAL,VADODARA,389350,,,,True,1
M/S ACTIVZ LIFE SCIENCES (I) PVT LTD,29AAICA8495L1ZS,"SY.NO. 102, PLOT NO.53, 54, 73 & 74,, RAICHUR GROWTH CENTRE , INDUSTRIAL AREA,",CHIKSUGUR VILLAGE RAICHUR DIST,,584134,,9849754964,,True,1
M/s. ROMA AROMAS,,"godown no.1,2& 8 ground floor,bldg no.3,, house no. 528, opp. gosrani compound,","walia compound , near rehnal bus stop,",bhiwandi,421302,,,,True,1
MAAYRA INDUSTRIES,27BMNPK5551L1ZH,"201, SAI SADAN BUILDING,, SHASTRI NAGAR, OLD DOMBIVALI ROAD,","DOMBIVALI WEST,THANE",DOMBIVALI,421202,,8657555018,atul@maayraindustries.com,True,1
MACLEODS PHARMACEUTICALS LIMITED,,"SARIGAM UNIT V, PLOT NO. 2209,","GIDC SARIGAM , UMBERGAON",UMBERGAON,396155,,,,True,1
MACLEODS PHARMACUTICALS LIMITED,24AAACM4100C1ZF,"PLOT NO.2209,2418,2419, GIDC SARIGAM, VILLAGE UMBERGAON","VALSAD, GUJARAT",GUJARAT,396155,,,,True,1
MACRO POLYMERS PVT LTD,24AABCM0462C1Z5,"165,MAHA GUJARAT INDUSTRIAL ESTATE, OPP.NOVA PETROCHEM,SARKHEJ-BAVLA ROAD","P.O.MORAIYA,TA.SANAND DIST",AHMEDABAD,382213,,9228010801-6 LINE,purchase@synresin.com,True,1
MACRO POLYMERS PVT.LTD,,"165,MAHA GUJARAT INDUSTRIAL ESTATE,, OPP.NOVA PETROCHEM,SARVOTTAM HOTEL LANE","P.O. MORALYA,TA,SANAND,",DIST ;AHMEDABAD,382213,9228010801,9228010801-6 LINE,,True,1
MADDISUN VENTURES LLP,27ABJFM0155C1ZL,"801,PAMPESS HEIGHT, PLOT NO B/8, MODEL TOWN SOCIETY","GULMOHAR CROSS RD.7,JVPD,JUHU",MUMBAI,400004,9870563634,,info@maddisun.com,True,1
MADHAV CHEM TECH PVT.LTD,27AAACM5732C2ZS,"402,SUJATA CHAMBERS,, 1/3 ABHICHAND GANDHI MARG,","MASJID BUNDER,",MUMBAI,400009,022-23439910,,mctpl@live.com,True,1
MADHAV CHEMICAL INDUSTRIES,24AALFM9745K1ZO,"PLOT NO.3450/B,, OPP.BAYER LTD.,","G.I.D.C ESTATE,DIST.BHARUCH",ANKLESHWAR,393002,02646-226770,09898593895,madhavchemicals@yahoo.com,True,1
MAG HARD PUF INDUSTRIES,,"K-9,NEAR TATA CO WIRE DIVISION,, MIDC BOISAR,",,DIST.THANE,401506,,8888199042/7045454490,info@maghardinsulators.com,True,1
MAGIC FLAIRS,27ANWPK7140A1ZX,"298 B GOVIND NIWAS, GAON BHAG, PATIL GALLI",SANGLI,SANGLI,416416,,9823069671,magicflairsangli@rediffmail.com,True,1
MAGIC PAINTS AND CHEMICAL,27CSOPS8665R1Z6,"PAP-A-86, MIDC ,MAHAPE, OPP.HOTEL KONARR INN","KOPRKHAIRNE,","KOPRKHAIRNE,",400710,,,magicpaints2016@gmail.com,True,1
MAGMA INDUSTRIES LIMITED,,"C-24 TO 27,UPSIDC,INDL.AREA,, BEGRAJPUR,",,MUZAFFARNAGAR(U.P.),251203,01396-251182/83,,,True,1
MAGNICHEM INDUSTRIES,27AAEFM5964B1ZB,"252,SHAH & MEHTA INDUSTRIAL ESTATE,, VILLAGE DAKIVALI,","TALUKA WADA,",DIST.THANE,421303,,91-9821059475/91-9821059471,ashok@magnichem.com,True,1
MAHADEV PHARMACEUTICALS,,"PLOT NO.1032/7 & 8,, GIDC ESTATE,","PANOLI,DIST:BHARUCH",ANKLESHWAR,394116,02646-272307,09825197192,mahadevpharmaceuticals@gmail.com,True,1
MAHALAXMI DYES & CHEMICALS LTD,27AACCM6056D1ZM,"3,GUJARAT INDUSTRIAL ESTATE, 1ST FL,OPP.ACME AMAY BUILDING","VISHWESHWAR NAGAR ROAD,GOREGAON (E)",MUMBAI,400063,"42874444,65139111",,chemicals@mahalaxmigroup.com,True,1
MAHAMAYA FRAGRANCES,27AEZPK7969R1ZT,"26, ARADHANA,, R.K.PATKARS SOCIETY","11/15, OFF TURNER ROAD,BANDRA-WEST",MUMBAI,400050,,9819111321,jshivkumar22@gmail.com,True,1
MAHARANI  INNOVATIVE PAINTS PVT.LTD.,06AAICM8818K1ZZ,"PRITHLA PLANT 49TH K. M STONE,, KHASRA NO. 117 & 122, DELHI -MATHURA","ROAD VILLAGE -PRITHLA, DIST .",PALWAL,121102,,7290082909-umesh,purchase@maharanipaints.com,True,1
MAHAVIR ENTERPRISE,27AAKPS5740H1ZC,"103, SAURABH TOWER,90 FEET ROAD, ABOVE NATIONAL DAIRY, NR.JANKI ORCHID",BHAYANDER (W),MUMBAI,401101,28144148,9223386942,mahavir.paresh@gmail.com,True,1
MAHAVIR INTERCHEM,,"189/5273,SANMATI CHS, OPP KANTA APT","PANTH NAGAR,GHATKOPAR (E)",MUMBAI,400075,SAMIR-21029468,9223340412,,True,1
MAHAVIR ORGANICS,27AAGHS3814L1ZT,"101,KALA SAGAR BLDG,1ST FLOOR,, JUNCTION OF GANESH GAWDE ROAD &","ZAVER ROAD,AB MANAV ETHNICS,MULUND (W)",MUMBAI,400080,25916910,,mahavirorganics@yahoo.com,True,1
MAHESHWAR CHEM PVT LTD,,"GATE NO.85, PLOT NO.21, JYOTIBANAGAR","TALAWADE,TAL-HAVELI",DIST ; PUNE,412114,,9923899976,masheshwarchem7@gmail.com,True,1
MAHI CHEMICAL,24AYEPK1799A1ZM,"PLOT NO.50 & 61,RUDRA INDUSTRIAL ESTATE,, B/H:N.K-1,IND.ESTATE,BAKROL (BUJRANG),",TA : DASKROI,AHMEDABAD,382430,,,mahichemicals8805@gmail.com,True,1
MAHI POLYMER,,"PLOT NO.C-1/91/22,, NEAR BANK OF INDIA,PHASE-1","G.I.D.C.,VATVA,",AHMEDABAD,,,,,True,1
MAHRSHEE LABORATORIES PVT LTD,,"PLOT NO.3014/15, G.I.D.C., PHASE-III",PANOLI,DIST;BHARUCH,394116,02646-272756/650947/09227402952,09824100314 V.M.DOBARAM,mahrshee@rediffmail.com,True,1
MAITHRI DRUGS PRIVATE LTD.,36AAICM4285G1Z8,"SY NO.222,223,224,225,, SUNDARAM FASTER LANE,BONTHAPLAYY,","MEDAK (DIST),",TELANGANA,502313,,+90-8458-275050,santosh@msnlabs.com,True,1
MAITHRI LABORATORIES PRIVATE LIMITED,36AACCM8213E1ZQ,"SYNO. 282-285, S. LINGOTAM ( VILLAGE),, CHOUTUPPAL( MANDAL),",YADADRI BHUVANAGIRI,CHOUTUPPAL,508252,04030438600,,nishitha.a@msnlabs.com,True,1
MAITHRI LABORATORIES PVT LTD,36AACCM8213E1ZQ,"SY.NO.10/1 &14 IDA GADDAPOTHRAM, GADDAPOTHARAM (VILLAGE),","JINNARAM (MANDAL),SANGAREDDY DIST ,",TELANGANA,502319,SHRIKANT-040-30438600,,nishitha.a@msnlabs.com,True,1
MAITRI CORPORATION,27AACPM5004G1Z3,"D 25 FLAT NO.105, YOGI KRISHNA BLDG",YOGI NAGAR BORIVALI W,MUMBAI,400092,,9820343269,,True,1
MAITRY NANO INDUSTRIES,,"PLOT NO.J7823,7828 4/5,, GIDC,",DIST:BHARUCH (GUJ),ANKLESHWAR,393002,02646-221665,09904014859,,True,1
MAJOR GAIND CORROSION CONTROLLERS,27AAGPP7685J1ZY,"#401,NAVSWAPNA BLDG.,, 4TH FLR,VIDYANAGARI MARG,","OPP.CAMPUS,KALINA,",MUMBAI,400098,022-26669119,9820137695/9324087307,sarvdeep.superior@gmail.com,True,1
MAK OVERSEAS,06ABCFM8197P1ZF,"PLOT NO-21/3, RAJIV GANDHI COMPLEX, OPP.PRATAP STEEL,MATHURA ROAD","BALLABHGARH, FARIDABAD",HARYANA,121004,0129 4062048,9311640534,makoverseasfbd@gmail.com,True,1
MAL CHEMICALS,,"MUMBAI, ",,,,,,,True,1
MALGANGA CHEMICALS,,"CHAWAN CHAWL NO.11,, PARSIWADI,","L.B.S.MARG,GHATKOPAR (W),",MUMBAI,400086,25163126,9819111910,rakeshpatil9296@gmail.com,True,1
MANALI INTERNATIONAL,,"16,NIKANTH NAGAR,, CAMA LANE,",GHAKOPAR (W),MUMBAI,400086,25112063,9820177886/88899994,,True,1
MANALI TRADERS,,"206,GURU DARSHAN, SAMTA NAGAR",VASAI (W),DIST ;THANE,401202,66312531/32,9223432532,,True,1
MANAV BIO-CHEM IMPEX PVT LTD,27AAECM2768A1ZN,"503,PARSHVA CHAMBERS, 17/21,ISSAJI STREET,",,MUMBAI,400003,65178734/35/67704440,,manavbiochem@mtnl.net.in,True,1
MANGALAM INDUSTRIES,25ALPPK6084L1ZG,"SURVEY NO.337/1,, VILLAGE KACHIGAM",NEAR PATEL CRICKET FROUND,DAMAN (U.T),396215,,,,True,1
MANGALAM INTERMEDIATES,24AAHFM4943P1ZS,"8201/1 G.I.D.C,, SACHIN,","SURAT,INDIA","SURAT,",394230,,9824145269,,True,1
MANGALAM TRADING CO,,"BLDG NO.C-22/201,PHASE-III, POONAM NAGAR CO-OP.SOCIETY","SHANTI PARK,MIRA ROAD (E)",DIST ; THANE,401107,28109438,9869244146,mangalam_trade@yahoo.in,True,1
MANGALYAM INDUSTRIAL CORPORATION,27AAEPJ3953F1ZS,"151,KIKA STREET,, GULALWADI,",,MUMBAI,400004,022-23420250,9869561707/07977557266,mangalyamindcorp@gmail.com,True,1
MANISH CHEMI NOVA PRIVATE LIMITED,27AAICM7277J1ZU,"711.712, CRYSTAL PARADISE PREMISES, CO-OP SOCIETY  LTD, DATTAJI SALVI MARG,","OFF VEERA DESAI ROAD, ANDHERI WEST",MUMBAI,400053,,,,True,1
MANISHA TRADERS,27AAQPS0134F1ZO,"109,ANAND FIRST FLOOR,, 82/84,KAZI SAYED STREET,",,MUMBAI,400003,23427637/23400567/66313231,9821034276,manche9@gmail.com,True,1
MANOJ ENTERPRISES,27AMRPS2038K1ZG,"SHED AND PLOT NO 5, SURVEY NO 24,, SHAKTI INDUSTRIAL ESTATE,",NEAR ANAND COMPOUND FANAS PADA WALIV,"VASAI EAST,PALGHAR",401208,,,purchasemalad10@gmail.com,True,1
MANSUKHLAL & BROTHERS,19AAFFM1767R1ZH,"44, EZRA STREET,, GANDHI BUILDING, GROUND FLOOR,",KOLKATA,KOLKATA,700001,033 2235 5636 /,98210 97231,,True,1
MANU CHEM TRADERS,36AIQPU0354H1ZW,"GALANO-2,GROUND FLOOR, NO-7-124/4/B, VINAYAKNAGAR","IDA,JEEDIMETLA PHASE-1,HYDERABAD",TELENGANA,500055,,,,True,1
MAP FILTERS & ENGINEERS,27AZLPS9979C1ZH,"UNIT NO.10,ROOP NAVAL INDL-ESTATE, VIDYAVIKASHINI SCHOOL ROAD","FATHERWADI, DIST : PALGHAR",VASAI (E),401208,0250-6055534/35/36,9320052793,mapfilter@gmail.com,True,1
MAPS LABORATORIES PVT LTD,,"PLOT NO.38,RAFALESHWAR,G.I.D.C., 8-A,NATIONAL HIGHWAY,TAL-MORBI",DIST ; RAJKOT,JAMBUDIA,363642,02822-234584-233793,9879613000-9925030826-M-403,,True,1
Marigold  Paints Pvt. Ltd,24AABCM3431H1ZW,"C-10, GIDC ESTATE, V U NAGAR",ANAND,,,,9724445734,info@marigoldpaint.com,True,1
MARK ENTERPRISES,27AABPA6854F1ZY,"ROOM NO.28A,3RD FLR,, DEVKARAN NIVAS,283,SAMUEL STREET,",MASJID (WEST),MUMBAI,400003,91-23440150/670073333,,mark.ent@vsnl.com,True,1
MARK INK & PAINTS,24ABVPV6184G1ZW,"Shed no.L-6200/7,, 4th phase, G.I.D.C. VAPI,","DIST VALSAD,",VAPI,396195,,9375638687,markinkpaints@gmail.com,True,1
MASS DYE CHEM PVT.LTD.,27AAACD5881D1ZQ,"W-24,'S'BLOCK, M.I.D.C.BHOSARI,",,PUNE,411026,,,,True,1
MASTER FLUID SOLUTIONS (I) PVT LTD,27AAECM6715B1ZQ,"B-41 CHAKAN,, M.I.D.C. PHASE-2,","VILLAGE BHAMBULI,TAL : KHED",PUNE,410501,02135-675961,,,True,1
MASTER FLUID SOLUTIONS (INDIA) PVT LTD,27AAECM6715B1ZQ,"B-41,CHAKAN,, M.I.D.C.,PHASE-2,VILLAGE:BHAMBOLI",TAL.KHEDA,PUNE,410501,,,mkrishna@masterfluidslutions.com,True,1
MASTERCOTE INDUSTRIES,24AAEFM2063K1ZE,"PLOT NO.313/16/7,, NEAR ASIAN PAINTS CHOWKDI,","G.I.D.C. INDUSTRIAL ESTATE,",ANKLESHWAR,393002,02646-225 324,91-94271 14493,mastercote_ank@yahoo.com,True,1
MATRIX LABS,,", ",,,,,,,True,1
MATRIX MATERIAL SCIENCES,,"61/26, SITE 4 INDUSTRIAL AREA","SAHIBABAD, DISTT-GHAZIABAD",UTTARPRADESH,201010,9311466773,9971300806,triconspecialities@gmail.com,True,1
MAX IMPEX,27ABTPK4543Q1ZR,"467 Kumud,, Flat No.101,15th Road,",Khar (West) Mumbai,Mumbai,400052,,9821037007/ 9022990066,,True,1
MAYUNKA LABS PVT LTD,,", ",,,,,,,True,1
MAYUR CHEMICALS,27AABFM0216B1Z3,"BUILDING NO.Z-2,SHRI ARIHANT COMPOUND,, THANE BHIWANDI ROAD,","KALHER VILLAGE,","BHIWANDI,DIST.THANE",421302,02522-277132/133/134,,marketing@mayurchemicals.com,True,1
MCLUBE ASIA PVT.LTD.,27AADCM2536R1ZZ,"H-106,MIDC,, AMBAD",,NASHIK,411010,91 253-2959570-74,,mclube@mclubeasia.com,True,1
MEDI PHARMA DRUG HOUSE,27AAAFM4121E1ZU,"707,7TH FLOOR,MARATHON ICON,, OPP.PENINSULA CORPORATE PARK,","OFF GANPATRAO KADAM MARG,LOWER PAREL",MUMBAI,400013,022-6190-4500 (100 LINES),,info@medipharmadrughouse.com,True,1
MEENA CHEMICAL INDUSTRY,27AAGFM5490E1Z6,"4,MANGAL PRABHA,, PRABHAT COLONY ROAD,","SANTACRUZ (EAST),",MUMBAI,400055,23421561,9820644491,meenachem@gmail.com,True,1
MEET CORPORATION,27AEGPM6452G1ZD,"101, GEETANJALI RESIDENCY, PLOT NO.175, SECTOR 10, KHARGJHAR","BEHIND PUNJAB & MAHARASHTRA BANK,",NAVI MUMBAI,410210,9137753769,8369288194,info@meetcorporation.co.in,True,1
MEGAFINE PHARMA (P) LTD,27AAACM7472M1ZZ,"31 TO 35 & 48 TO 51,5,26,K/201, LAKHAMPUR TALUKA - DINDORI,",DIST:NASHIK,NASHIK,422202,61461111/2557-250121,,dilip.durkar@megafine.in,True,1
MEGHMANI INDUSTRIES LIMITED,24AABCM0535G1ZZ,"PLOT NO.27,PHASE I,, GIDC INDUSTRIAL ESTATE,","VATVA,AHMEDABAD",AHMEDABAD,382445,079-25894442/43/44,,irfan@meghmanidyes.com,True,1
MEGHMANI INSUSTRIES LIMITED,24AABCM0535G2ZY,"PLOT NO. Z-6, SPECIAL ECONOMIC ZONE,, DIST BHARUCH, DAHEJ-392130",GUJARAT INDIA,DAHEJ,392130,,,,True,1
MEGHMANI ORGANICS LIMITED,24AABCM0644E1Z1,"(AGRO DIV),DAHEJ, PLOT NO.CH-1+2/A",G.I.D.C. INDUSTRIAL ESATE,DAHEJ,392130,2717-27325,,purchase@meghmani.com,True,1
MEHTA BROTHERS,24AAEFM7622G1ZG,"303, Sakar III,, Nr Income tax Circle,",Asharma Road,Ahmedabad,380014,,9925827434,hardikcmehta@gmail.com,True,1
MEHTA PHARMACEUTICAL INDUSTRIES,,"UNIT NO.2,KOPRI VILLAGE NAKA,, VEER SAVARKAR MARG,CHANDANSAR ROAD,","VIRAR(E),DIST.THANE,",VIRAR,401303,022-66926545,,,True,1
MEHUL ELECTRO INSULATING INDUSTRIES,24ABHPP4277A1ZU,"2610/A, PHASE-4, G.I.D.C. VATVA",AHMEDABAD,,382445,"+91-79-25842331/32,25840356",,info@mehulelectro.com,True,1
MEHUL TRADING COMPANY,27AAFPS0864H1ZI,"111,SUJATA CHAMBERS,, 1/3,ABHECHAND GANDHI MARG,","OFF NARSHI NATHA STREET,",MUMBAI,400009,66312627/66375459,,mehultradingcompany@gmail.com,True,1
MEKONG PHARMACEUTICALS PRIVATE LIMITED,36AALCM9049H1ZZ,"NIRVANA ASSET, 3RD LAYOUT,6-93/D,, PLOT NO 1697-1698, FLAT NO 203,",PRAGATHINAGAR,HYDERABAD,500090,79951 82221,79951 82221,purchase@mekongpharma.in,True,1
MEKONG PHARMACEUTICALS PVT LTD (23-24),36AALCM9049H1ZZ,"PLOT NO #1570 FLAT NO #G-2, NIRVANA KUTEER",PRAGATHINAGAR,HYDERABAD,500090,,,sales@mekongpharma.in,True,1
MELZER CHEMICALS PVT LTD,27AABCM4138M1Z9,"A-11 & A-11B,A-29,A-30,A-31 & W-10, MIDC, KURKUMBH",TAL DAUND,DIST- PUNE,413802,41004800/ 41004836,9922418638,s.more@melzerspeciality.com,True,1
MEMBA CHEM CORPORATION,27AALPV3073H1ZA,"ROOM NO. 9 & 10, MULJI JETHA BUILDING,, GROUND FLOOR, 187, SHAMALDAS GANDHI MARG","PRINCESS STREET ,",MUMBAI,400002,022 66313878,9223391024,swapnali.mahadik@membachem.com,True,1
MERCHEM LIMITED,24AABCM5966D3ZI,"PANOLI PLOT NO.-24 & 24/01, PANOLI",,PANOLI,394116,,,santosh.taparia@acmechem.in,True,1
MERCK CHEM,27AGIPG5866G1Z5,"B-302,, ANAND SANKET CO-OP HSG SOC,ANAND NAGAR,","MATHURADAS EXTENTION ROAD,KANDIVALI WEST",MUMBAI,400067,,9833909291,merck_23@rediffmail.com,True,1
MERCURY DYE CHEM INDUSTRIES,24AAEFM3503E1ZW,"PLOT NO.184/8,, PHASE-I,","GIDC NARODA,",AHMEDABAD,382330,079-22822141,,mercury.manu@gmail.com,True,1
MERU CHEM PRIVATE LIMITED,27AAFCM9760K1ZV,"B-401, PRANAV COMMERCIAL PLAZA, M.G.ROAD,",MULUND (WEST),MUMBAI,400080,5691517/67105940/66711229,9820196318,meruchempltd@gmail.com,True,1
MERU CHEM PVT LTD,27AAFCM9760K1ZV,"GALA NO.313,RAMGOPAL IND.ESTATE,, DR.R.P.ROAD,OPP.JAWAHARLAL TALKIES,",MULUND (W),MUMBAI,400080,02225691517/65776500,,meruchempltd@gmail.com,True,1
METCHEM,27AALPB1248A1ZB,"C/110,SHREE SHEETAL,, MANAV MANDIR,","VASAI (WEST),",DIST.THANE,401202,0250-2342585,9764256306,metchempur@gmail.com,True,1
METCON COATINGS & CHEMICALS (I) PVT LTD,27AACCM7697Q1ZE,"C-310,TTC MIDC AREA,, PAWANE VILLAGE",,NAVI MUMBAI,400705,41412428,,,True,1
METCON COATINGS& CHEMICALS(INDIA) PVTLTD,27AACCM7697Q1ZE,"PLOT NO.C-126/127, TTC MIDC AREA, PAWNE VILLAGE",NAVI MUMBAI,NAVI MUMBAI,400710,9136953022/9136953024,9136940227,purchase@metconcoatings.com,True,1
METLOK PRIVATE LIMITED,27AAECM3118J1ZI,"SURVEY NO.362/A,, KATOL BYPASS,VILLAGE GHORAD,",TH;KALMESHWAR,DIST:NAGPUR M.S',441501,,,,True,1
METLOK PVT LTD,27AAECM3118J1ZI,"W-27,M.I.D.C. INDUSTRIAL AREA, KALMESHWAR",,DIST;NAGPUR,441501,07118-271543/271170,,klmpchase1@metlok.in,True,1
METLOK PVT.LTD-GHORAD,27AAECM3118J1ZI,"SURVEY NO.362/A,, KATOL BYPASS,VILLAGE GHORAD,",TH;KALMESHWAR,DIST:NAGPUR M.S',441501,,,,True,1
METRO POLYMERS,06AAIPJ3747K2ZG,"PLOT NO.80 A, NEW D.L.F.INDUSTRIAL AREA,",,FARIDABAD,121003,011-41642191,9312941756/9810682893,metropolymer@gmail.com,True,1
METROCHEM API PVT LTD (UNIT-I),37AADCM2691M1Z0,"PLOT NO.62/C/6,, PIPE LINE ROAD,","PHASE-I,IDA,JEEDIMETLA,",HYDERABAD,500055,040-23193848,,requirement@metroapi.com,True,1
METROCHEM API PVT LTD UNIT-B,36AADCM2691M1Z2,"SURVEY NO.530 & 534,, TEMPLE ROAD,BONTHAPALY  (VILLAGE),","GUMMADIDALA MANDAL,",SANGAREDDY DIST,502313,,,umashankar.tutika@metroapi.com,True,1
METROCHEM API PVT LTD(UNIT-4),37AADCM2691M1Z0,"PLOT NO.40B,60B & 34B,, J.N.PHARMA CITY","PARAWADA,",VISHAKAPATNAM,531021,040-23813969/23700421,,contact@metroapi.com,True,1
METROCHEM API PVT LTD.(UNIT-III),36AADCM2691M1Z2,"PLOT NO.16, SY.No. 42/U1 AND 42/U2, ALINAGAR,JINNARAM MANDAL,","CHETLAPOTHARAM VILLAGE , SANGAREEDY",SANGAREDDY,502319,040-23813969,,contact@metroapi.com,True,1
METROCHEM API PVT.LTD UNIT-6,,"M/S SIGACHI LABORATORIES LTD, A/C METROCHEM PVT.LTD","SURVEY NO.530 &534,BONTHAPALLY (VILLAGE)","JINNARAM,MEDAK DIST",502303,91-40-23700421/23813969/23812317,,api@metroapi.com,True,1
